"Name","Location","Type","Data Type","Namespace","Reference Count"
"CAL_ign_comp_idle_error2_X_idle_speed_error","40008d90","Data Label","u8_-127[16]","Global","3"
"CAL_ign_comp_idle_error2","40008da0","Data Label","u8_angle_1/4-32deg[16]","Global","3"
"CAL_ign_comp_tps_manual_X_engine_speed","40008db0","Data Label","u8_rspeed_125/4+500rpm[8]","Global","2"
"CAL_ign_comp_tps_manual_Y_accel_pedal","40008db8","Data Label","u8_factor_1/255[8]","Global","2"
"CAL_ign_comp_tps_manual","40008dc0","Data Label","i8_angle_1/4deg[64]","Global","2"
"CAL_ign_comp_tps_ips_X_engine_speed","40008e00","Data Label","u8_rspeed_125/4+500rpm[7]","Global","2"
"CAL_ign_comp_tps_ips_Y_pedal_pos","40008e07","Data Label","u8_factor_1/255[8]","Global","2"
"CAL_ign_comp_tps_ips","40008e0f","Data Label","i8_angle_1/4deg[56]","Global","2"
"CAL_torque_limit_proportional_X_load_error","40008e48","Data Label","u8_-127[8]","Global","1"
"CAL_torque_limit_proportional","40008e50","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_ecu_engine_speed_target_dec_gain_X_coolant_temp","40008e58","Data Label","u8_temp_5/8-40c[4]","Global","1"
"CAL_ecu_engine_speed_target_dec_gain","40008e5c","Data Label","u8_factor_1/255[4]","Global","1"
"CAL_closedloop_activate_engine_timer","40008e62","Data Label","u8_time_s[16]","Global","1"
"CAL_vvt_intake_advance_base_X_engine_speed","40008e7a","Data Label","u8_rspeed_125/4+500rpm[16]","Global","2"
"CAL_vvt_intake_advance_base_Y_load","40008e8a","Data Label","u8_load_4mg/stroke[16]","Global","2"
"CAL_vvt_intake_advance_base","40008e9a","Data Label","u8_angle_1/4deg[256]","Global","2"
"CAL_vvt_intake_advance_coolant_offset_X_temp","40008f9a","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_vvt_intake_advance_coolant_offset","40008faa","Data Label","u8_angle_1/4deg[16]","Global","1"
"CAL_torque_engine_ac_load_base_X_ac","4000913e","Data Label","uint8_t[16]","Global","1"
"CAL_torque_engine_ac_load_base","4000914e","Data Label","u8_torque_nm[16]","Global","1"
"CAL_load_alphaN_seed_X_tps","40009162","Data Label","u8_factor_1/255[16]","Global","1"
"CAL_load_alphaN_seed","40009172","Data Label","u8_load_4mg/stroke[16]","Global","1"
"CAL_injtip_dfco_ips_default_X_coolant_temp","40009192","Data Label","u8_temp_5/8-40c[4]","Global","1"
"CAL_injtip_dfco_ips_default","40009196","Data Label","u8_rspeed_10rpm[4]","Global","1"
"CAL_injtip_dfco_disasble_ingear_ips_X_coolant_temp","4000919a","Data Label","u8_temp_5/8-40c[4]","Global","1"
"CAL_injtip_dfco_disasble_ingear_ips","4000919e","Data Label","u8_rspeed_10rpm[4]","Global","1"
"CAL_injtip_comp_negative_load_X_load","400091a2","Data Label","u8_load_4mg/stroke[16]","Global","1"
"CAL_injtip_comp_negative_load","400091b2","Data Label","uint8_t[16]","Global","1"
"CAL_idle_target_manual_tour_X_coolant_temp","400091c2","Data Label","u8_temp_5/8-40c[16]","Global","2"
"CAL_idle_target_manual_tour","400091d2","Data Label","u8_rspeed_4+500rpm[16]","Global","2"
"CAL_tpssmooth_increment_rpm_X_rpm","4000927a","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_tpssmooth_increment_rpm","40009282","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_tpssmooth_increment_sport_X_tps_diff","4000928a","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_tpssmooth_increment_sport","40009292","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_idle_comp_ac_X_ac_load","4000929a","Data Label","uint16_t[8]","Global","1"
"CAL_idle_comp_ac","400092aa","Data Label","uint16_t[8]","Global","1"
"CAL_ign_comp_coolant_manual1_X_coolant_temp","400092da","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_ign_comp_coolant_manual1","400092ea","Data Label","u8_angle_1/4deg[16]","Global","1"
"CAL_ign_comp_idle_error1_X_rpm","400092fa","Data Label","u8_rspeed_-128[16]","Global","3"
"CAL_ign_comp_idle_error1","4000930a","Data Label","u8_angle_1/4-32deg[16]","Global","3"
"CAL_ign_comp_engine_air_X_air_temp","4000931a","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_ign_comp_engine_air","4000932a","Data Label","u8_angle_1/4-32deg[16]","Global","1"
"CAL_injtip_in_rpm_scale_X_rpm","4000933a","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_injtip_in_rpm_scale","4000934a","Data Label","uint8_t[16]","Global","1"
"CAL_injtip_in_rpm_decay_X_rpm","4000935a","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_injtip_in_rpm_decay","4000936a","Data Label","uint8_t[16]","Global","1"
"CAL_injtip_in_coolant_scale_X_coolant_temp","4000937a","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_injtip_in_coolant_scale","4000938a","Data Label","u8_factor_1/64[16]","Global","1"
"CAL_injtip_out_rpm_scale_X_rpm","4000939a","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_injtip_out_rpm_scale","400093aa","Data Label","uint8_t[16]","Global","1"
"CAL_injtip_out_rpm_decay_X_rpm","400093ba","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_injtip_out_rpm_decay","400093ca","Data Label","u8_factor_1/1023[16]","Global","1"
"CAL_injtip_out_coolant_scale_X_rpm","400093da","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_injtip_out_coolant_scale","400093ea","Data Label","u8_factor_1/64[16]","Global","1"
"CAL_ign_limit_first_gear_manual_X_engine_speed","4000940a","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_ign_limit_first_gear_manual","40009412","Data Label","u8_angle_1/4-10deg[8]","Global","1"
"CAL_idle_comp_baro2_X_ambiant_baro","4000941a","Data Label","u16_pressure_mbar[8]","Global","1"
"CAL_idle_comp_baro2","4000942a","Data Label","int16_t[8]","Global","1"
"CAL_tpssmooth_decrement_by_rpm_X_rpm","4000945a","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_tpssmooth_decrement_by_rpm","40009462","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_cruise_proportional_gain_manual_cr_X_gear","4000946a","Data Label","u8_gear[4]","Global","1"
"CAL_cruise_proportional_gain_manual_cr","4000946e","Data Label","uint8_t[4]","Global","1"
"CAL_cruise_integral_gain_manual_cr_X_gear","40009472","Data Label","u8_gear[4]","Global","1"
"CAL_cruise_integral_gain_manual_cr","40009476","Data Label","u8_factor_1/100[4]","Global","1"
"CAL_cruise_derivative_gain_manual_cr_X_gear","4000947a","Data Label","u8_gear[4]","Global","1"
"CAL_cruise_derivative_gain_manual_cr","4000947e","Data Label","uint8_t[4]","Global","1"
"CAL_tps_scaling_factor_rpm_X_rpm","40009482","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_tps_scaling_factor_rpm","40009492","Data Label","u8_factor_1/255[16]","Global","1"
"CAL_injtip_dfco_enable_rpm_ips_alt_X_coolant_temp","400094b2","Data Label","u8_temp_5/8-40c[4]","Global","1"
"CAL_injtip_dfco_enable_rpm_ips_alt","400094b6","Data Label","u8_rspeed_10rpm[4]","Global","1"
"CAL_closedloop_proportional_gain_rich_table_X_rpm","400094ba","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_closedloop_proportional_gain_rich_table_Y_load","400094c2","Data Label","u8_load_4mg/stroke[8]","Global","1"
"CAL_closedloop_proportional_gain_rich_table","400094ca","Data Label","u8_factor_1/255[64]","Global","1"
"CAL_closedloop_proportional_gain_lean_table_X_rpm","4000950a","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_closedloop_proportional_gain_lean_table_Y_load","40009512","Data Label","u8_load_4mg/stroke[8]","Global","1"
"CAL_closedloop_proportional_gain_lean_table","4000951a","Data Label","u8_factor_1/255[64]","Global","1"
"CAL_closedloop_integral_gain_table_X_rpm","4000955a","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_closedloop_integral_gain_table_Y_load","40009562","Data Label","u8_load_4mg/stroke[8]","Global","1"
"CAL_closedloop_integral_gain_table","4000956a","Data Label","u8_factor_1/255[64]","Global","1"
"CAL_closedloop_derivative_gain_table_X_rpm","400095aa","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_closedloop_derivative_gain_table_Y_load","400095b2","Data Label","u8_load_4mg/stroke[8]","Global","1"
"CAL_closedloop_derivative_gain_table","400095ba","Data Label","u8_factor_1/255[64]","Global","1"
"CAL_inj_efficiency_X_engine_speed","400095fa","Data Label","u8_rspeed_125/4+500rpm[20]","Global","1"
"CAL_inj_efficiency_Y_engine_load","4000960e","Data Label","u8_load_1173mg/255stroke[20]","Global","1"
"CAL_inj_efficiency","40009622","Data Label","u8_factor_1/200[400]","Global","1"
"CAL_load_to_tps_mapping_X_rpm","400097b2","Data Label","u8_rspeed_125/4+500rpm[20]","Global","9"
"CAL_load_to_tps_mapping_Y_load","400097c6","Data Label","u8_load_1173mg/255stroke[20]","Global","6"
"CAL_load_to_tps_mapping","400097da","Data Label","u8_factor_1/255[400]","Global","6"
"CAL_dpm_torque_cut_factor_X_carspeed","4000996a","Data Label","u16_speed_1/100kph[6]","Global","1"
"CAL_dpm_torque_cut_factor_Y_slip","40009976","Data Label","u16_slip_1/8pct[10]","Global","1"
"CAL_dpm_torque_cut_factor","4000998a","Data Label","u16_factor_1/255[60]","Global","1"
"CAL_dpm_slip_target_comp_pedal_X_carspeed","40009a02","Data Label","u8_speed_kph[6]","Global","2"
"CAL_dpm_slip_target_comp_pedal_Y_pps","40009a08","Data Label","u8_factor_1/255[6]","Global","2"
"CAL_dpm_slip_target_comp_pedal","40009a0e","Data Label","u8_slip_2pct[36]","Global","2"
"CAL_idle_target_manual_sport_X_coolant_temp","40009a3a","Data Label","u8_temp_5/8-40c[16]","Global","2"
"CAL_idle_target_manual_sport","40009a4a","Data Label","u8_rspeed_4+500rpm[16]","Global","2"
"CAL_vvt_exhaust_advance_base_X_engine_speed","40009a7a","Data Label","u8_rspeed_125/4+500rpm[16]","Global","2"
"CAL_vvt_exhaust_advance_base_Y_load","40009a8a","Data Label","u8_load_4mg/stroke[16]","Global","2"
"CAL_vvt_exhaust_advance_base","40009a9a","Data Label","u8_angle_1/4deg[256]","Global","2"
"CAL_cluster_shiftlight_rpm_offset_manual","40009b9a","Data Label","uint8_t[8]","Global","1"
"CAL_cluster_shiftlight_rpm_offset_manual","40009ba2","Data Label","u8_rspeed_8rpm[8]","Global","0"
"CAL_load_reference_charge_X_rpm","40009baa","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_load_reference_charge","40009bba","Data Label","u8_load_4mg/stroke[16]","Global","1"
"CAL_tpssmooth_increment_tour_X_tps_diff","40009bca","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_tpssmooth_increment_tour","40009bd2","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_load_unused1_X_rpm","40009bda","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_load_unused1","40009bea","Data Label","uint8_t[16]","Global","1"
"CAL_inj_enrichment_factor_load_n_coolant_manual_X_load","40009bfa","Data Label","u8_load_4mg/stroke[12]","Global","1"
"CAL_inj_enrichment_factor_load_n_coolant_manual_Y_coolant","40009c06","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_inj_enrichment_factor_load_n_coolant_manual","40009c16","Data Label","u8_factor_1/64[192]","Global","1"
"CAL_torque_engine_ac_load_scaler_X_engine_speed","40009cd6","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_torque_engine_ac_load_scaler","40009cde","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_ecu_engine_speed_target_sport_X_pps","40009ce6","Data Label","u16_factor_1/1023[10]","Global","1"
"CAL_ecu_engine_speed_target_sport","40009cfa","Data Label","u16_rspeed_1/4rpm[10]","Global","1"
"CAL_torque_limit_by_coolant_X_coolant","40009d0e","Data Label","u8_temp_5/8-40c[4]","Global","1"
"CAL_torque_limit_by_coolant","40009d12","Data Label","u8_torque_4nm[4]","Global","1"
"CAL_inj_comp_air_temp2_X_load","40009d1a","Data Label","u8_load_4mg/stroke[8]","Global","2"
"CAL_inj_comp_air_temp2_Y_air_temp","40009d22","Data Label","u8_temp_5/8-40c[16]","Global","2"
"CAL_inj_comp_air_temp2","40009d32","Data Label","uint8_t[128]","Global","2"
"CAL_load_source_selection_threshold_by_tps_X_rpm","40009db2","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_load_source_selection_threshold_by_tps","40009dc2","Data Label","u8_factor_1/255[16]","Global","1"
"CAL_idle_comp_tps_while_cranking_X_baro","40009dd2","Data Label","u8_pressure_4mbar[4]","Global","1"
"CAL_idle_comp_tps_while_cranking_Y_coolant_temp","40009dd6","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_idle_comp_tps_while_cranking","40009de6","Data Label","u8_factor_1/255[64]","Global","1"
"CAL_knock_inhibit_tps_max_X_rpm","40009e2a","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_knock_inhibit_tps_max","40009e3a","Data Label","u8_factor_1/255[16]","Global","1"
"CAL_idle_airflow_expected_X_rpm","40009e4a","Data Label","u16_rspeed_rpm[16]","Global","2"
"CAL_idle_airflow_expected","40009e6a","Data Label","uint16_t[16]","Global","2"
"CAL_cooling_fan_afterrun_X_air_temp","40009e8a","Data Label","u8_temp_5/8-40c[8]","Global","1"
"CAL_cooling_fan_afterrun_Y_coolant_temp","40009e92","Data Label","u8_temp_5/8-40c[8]","Global","1"
"CAL_cooling_fan_afterrun","40009e9a","Data Label","u8_time_250ms[64]","Global","1"
"CAL_idle_comp_fan_X_duty_cycle","40009eda","Data Label","uint16_t[8]","Global","1"
"CAL_idle_comp_fan","40009eea","Data Label","uint16_t[8]","Global","1"
"CAL_fuel_pump_proportional_gain_X_error","40009efa","Data Label","u8_pressure_50mbar[8]","Global","1"
"CAL_fuel_pump_proportional_gain","40009f02","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_inj_startup_enrichment_offset_X_coolant_temp_engine_stopped","40009f0a","Data Label","u8_temp_5/8-40c[16]","Global","1"
"CAL_inj_startup_enrichment_offset","40009f1a","Data Label","u8_time_256us[16]","Global","1"
"CAL_idle_comp_carspeed_manual_X_carspeed","40009f2a","Data Label","u8_speed_kph[8]","Global","1"
"CAL_idle_comp_carspeed_manual","40009f32","Data Label","u8_rspeed_4rpm[8]","Global","1"
"CAL_inj_comp_iat_X_iat","40009f3a","Data Label","u8_temp_5/8-40c[8]","Global","2"
"CAL_inj_comp_iat","40009f42","Data Label","u8_factor_1/100[8]","Global","2"
"CAL_idle_comp_timer_carspeed_manual_X_airtemp","40009f4a","Data Label","u8_temp_5/8-40c[8]","Global","1"
"CAL_idle_comp_timer_carspeed_manual_Y_time_above_speed","40009f52","Data Label","uint8_t[8]","Global","1"
"CAL_idle_comp_timer_carspeed_manual","40009f5a","Data Label","u8_rspeed_8rpm[64]","Global","1"
"CAL_injtip_dfco_pedal_ramp_target_X_pps","40009f9a","Data Label","u8_factor_1/255[4]","Global","1"
"CAL_injtip_dfco_pedal_ramp_target","40009f9e","Data Label","uint8_t[4]","Global","1"
"CAL_ign_comp_maf_accum_X_maf_accum","40009fa2","Data Label","u8_mass_g[8]","Global","1"
"CAL_ign_comp_maf_accum_Y_tps","40009faa","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_ign_comp_maf_accum","40009fb2","Data Label","i8_angle_1/4deg[64]","Global","1"
"CAL_ign_dwell_time_X_rpm","40009ff2","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_ign_dwell_time_Y_ecu_voltage","40009ffa","Data Label","u8_voltage_72/1023v[8]","Global","1"
"CAL_ign_dwell_time","4000a002","Data Label","u8_time_64us[64]","Global","1"
"CAL_ign_knock_safe_X_engine_speed","4000a042","Data Label","u8_rspeed_125/4+500rpm[20]","Global","1"
"CAL_ign_knock_safe_Y_load","4000a056","Data Label","u8_load_1173mg/255stroke[20]","Global","1"
"CAL_ign_knock_safe","4000a06a","Data Label","u8_angle_1/4-10deg[400]","Global","1"
"CAL_inj_afr_base_X_engine_speed","4000a1fa","Data Label","u8_rspeed_125/4+500rpm[20]","Global","1"
"CAL_inj_afr_base_Y_engine_load","4000a20e","Data Label","u8_load_1173mg/255stroke[20]","Global","1"
"CAL_inj_afr_base","4000a222","Data Label","u8_afr_1/20+5[400]","Global","1"
"CAL_ign_base_manual_X_engine_speed","4000a3b2","Data Label","u8_rspeed_125/4+500rpm[20]","Global","1"
"CAL_ign_base_manual_Y_load","4000a3c6","Data Label","u8_load_1173mg/255stroke[20]","Global","1"
"CAL_ign_base_manual","4000a3da","Data Label","u8_angle_1/4-10deg[400]","Global","1"
"CAL_torque_engine_friction_speed_component_X_engine_speed","4000a56a","Data Label","u8_rspeed_125/4+500rpm[20]","Global","2"
"CAL_torque_engine_friction_speed_component_Y_load","4000a57e","Data Label","u8_load_1173mg/255stroke[20]","Global","2"
"CAL_torque_engine_friction_speed_component","4000a592","Data Label","u8_torque_nm[400]","Global","2"
"CAL_inj_cranking_enrichment_coolant_manual_X_coolant_engine_stopped","4000a722","Data Label","u16_temp_5/8-40c[12]","Global","1"
"CAL_inj_cranking_enrichment_coolant_manual_Y_maf_accumulated","4000a73a","Data Label","u16_mass_mg[14]","Global","1"
"CAL_inj_cranking_enrichment_coolant_manual","4000a756","Data Label","u16_factor_1/32[168]","Global","1"
"CAL_tps_rate_steadystate_threshold_X_rpm","4000a8a6","Data Label","u8_rspeed_125/4+500rpm[4]","Global","1"
"CAL_tps_rate_steadystate_threshold_Y_tps","4000a8aa","Data Label","u8_factor_1/255[4]","Global","1"
"CAL_tps_rate_steadystate_threshold","4000a8ae","Data Label","u8_factor_1/255[16]","Global","1"
"CAL_sensor_maf_scaling_X_signal","4000a8c2","Data Label","u16_voltage_5/1023v[32]","Global","3"
"CAL_sensor_maf_scaling","4000a902","Data Label","u16_flow_10mg/s[32]","Global","3"
"CAL_idle_comp_vehicle_speed_manual_X_carspeed","4000a942","Data Label","u16_speed_1/100kph[8]","Global","1"
"CAL_idle_comp_vehicle_speed_manual","4000a952","Data Label","uint16_t[8]","Global","1"
"CAL_tpssmooth_decrement_by_delta_X_tps_delta","4000a962","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_tpssmooth_decrement_by_delta","4000a96a","Data Label","u8_factor_1/255[8]","Global","1"
"CAL_revlimit_speedbase_manual_tour_X_coolant_temp","4000a972","Data Label","u16_temp_5/8-40c[4]","Global","2"
"CAL_revlimit_speedbase_manual_tour_Y_timer","4000a97a","Data Label","u16_time_5ms[4]","Global","2"
"CAL_revlimit_speedbase_manual_tour","4000a982","Data Label","u16_rspeed_rpm[16]","Global","2"
"CAL_idle_comp_ecu_voltage_X_voltage","4000a9a2","Data Label","u16_voltage_18/1023v[8]","Global","1"
"CAL_idle_comp_ecu_voltage","4000a9b2","Data Label","int16_t[8]","Global","1"
"CAL_ign_comp_overtemp_X_rpm","4000a9c2","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_ign_comp_overtemp","4000a9d2","Data Label","u8_angle_1/4-32deg[16]","Global","1"
"CAL_ign_comp_overtemp_coeff_X_coolant_temp","4000a9e2","Data Label","u8_temp_5/8-40c[8]","Global","1"
"CAL_ign_comp_overtemp_coeff","4000a9ea","Data Label","u8_factor_1/128[8]","Global","1"
"CAL_ign_comp_speed_variation_unknown_X_rpm_delta","4000a9f2","Data Label","uint8_t[16]","Global","3"
"CAL_ign_comp_speed_variation_unknown","4000aa02","Data Label","uint8_t[16]","Global","3"
"CAL_vvt_start_timer_X_coolant_temp","4000aa12","Data Label","u8_temp_5/8-40c[8]","Global","1"
"CAL_vvt_start_timer","4000aa1a","Data Label","u8_time_100ms[8]","Global","1"
"CAL_closedloop_o2_switch_threshold_X_rpm","4000aa22","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_closedloop_o2_switch_threshold","4000aa2a","Data Label","uint8_t[8]","Global","1"
"CAL_ign_comp_tps_rate_X_tps_rate","4000aa32","Data Label","uint8_t[8]","Global","3"
"CAL_ign_comp_tps_rate","4000aa3a","Data Label","i8_angle_1/4deg[8]","Global","3"
"CAL_knock_sampling_window_X_rpm","4000aa42","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_knock_sampling_window_Y_load","4000aa52","Data Label","u8_load_4mg/stroke[16]","Global","1"
"CAL_knock_sampling_window","4000aa62","Data Label","uint8_t[256]","Global","1"
"CAL_knock_buffer_size_X_engine_speed","4000ab62","Data Label","u8_rspeed_125/4+500rpm[16]","Global","1"
"CAL_knock_buffer_size_Y_load","4000ab72","Data Label","u8_load_4mg/stroke[16]","Global","1"
"CAL_knock_buffer_size","4000ab82","Data Label","uint8_t[256]","Global","1"
"CAL_cooling_fan_ac_on_X_air_temp","4000ac82","Data Label","u8_temp_5/8-40c[6]","Global","1"
"CAL_cooling_fan_ac_on_Y_carspeed","4000ac88","Data Label","uint8_t[6]","Global","1"
"CAL_cooling_fan_ac_on","4000ac8e","Data Label","u8_dutycycle_100/255[36]","Global","1"
"CAL_idle_comp_vehicle_speed_ips_X_vehicle_speed","4000acb2","Data Label","u16_speed_1/100kph[8]","Global","1"
"CAL_idle_comp_vehicle_speed_ips","4000acc2","Data Label","uint16_t[8]","Global","1"
"CAL_inj_time_base_X_car_voltage","4000acd2","Data Label","u8_voltage_72/1023v[8]","Global","1"
"CAL_inj_time_base_Y_fuel_pressure","4000acda","Data Label","u8_pressure_50mbar[8]","Global","1"
"CAL_inj_time_base","4000ace2","Data Label","u8_time_20us[64]","Global","1"
"CAL_sensor_ac_evap_temp_scaling_X_voltage","4000ad22","Data Label","u16_voltage_5/1023v[16]","Global","1"
"CAL_sensor_ac_evap_temp_scaling","4000ad42","Data Label","uint16_t[16]","Global","1"
"CAL_inj_accel_enrichment_load_threshold_X_rpm","4000ad62","Data Label","u8_rspeed_125/4+500rpm[8]","Global","1"
"CAL_inj_accel_enrichment_load_threshold","4000ad6a","Data Label","u8_factor_1/100[8]","Global","1"
"CAL_sensor_fuel_level_X_voltage","4000ad72","Data Label","u16_voltage_5/1023v[8]","Global","4"
"CAL_sensor_fuel_level","4000ad82","Data Label","u16_volume_1/10gallon[8]","Global","4"
"CAL_revlimit_escalation_integrator_step_X_gear","4000ad92","Data Label","uint8_t[7]","Global","1"
